Noise Multiplier,F1 Score,Precision,Recall
0.0,0.9866659999333266,0.9867973856209149,0.9866666666666667
1.0,0.9662114547743812,0.9683115626511855,0.9666666666666667
1.2,0.9464368740160118,0.9523976608187135,0.9466666666666667
1.4,0.9051768216186891,0.9245502645502647,0.9066666666666666
1.5,0.8779738779738778,0.908620164483704,0.88
